DeAgostini,もっとデジイチLIFE,週刊『もっとデジイチLIFE』では、デジタル一眼カメラの使い方はもちろんのこと、さまざまなシーン別撮影のプロセスをステップ・バイ・ステップで毎号紹介。撮影テクニックを基礎から応用まで少しずつ学べ、さら
DeAgostini,パッチワーク,"「隔週刊 
パッチワーク」は、楽しみながら自然にパッチワークのテクニックが身につくマガジンシリーズです。毎号ベーシックなパッチワークのパターンを１つ作ります。 
また、｢ティッシュボックスカバー｣｢ポ"
DeAgostini,ロボゼロ,"ロボットヒーローを彷彿させるスタイリッシュな外観そのままに、素早い動きと軽やかな身のこなし、安定したバランスで抜群の運動性能を発揮する""ROBO 
XERO""。様々なアクションを可能にする先進的な機能"
DeAgostini,名探偵ポワロ DVDコレクション,“ミステリーの女王”アガサ・クリスティーが生み出した、名探偵エルキュール・ポワロ。このおしゃれでキザなベルギー人探偵が、解き明かすトリックの数々！ 魅力的で難解な事件を、ビジュアル満載のマガジンととも
DeAgostini,NHK 名曲アルバム CDコレクション,"隔週刊『ＮＨＫ名曲アルバム 
ＣＤコレクション』は、ＮＨＫで30年以上続いている人気番組『名曲アルバム』で放送された珠玉の名曲を収録したＣＤと、解説やエッセイを収めたビジュアル豊富なマガジンがセットに"
DeAgostini,戦国甲冑をつくる,「週刊 戦国甲冑をつくる」は当時の伝統工芸の粋を集めて作られた政宗の甲冑を 同時代・同型の甲冑も詳細に調査・研究しながら復元し、当時と同じ素材、技法を随所に用いて再現。 1/2スケールの本格甲冑模型を
DeAgostini,コメディドラマで ENGLISH,"『週刊 コメディドラマで 
ENGLISH』は、ドラマで使われている日常会話を見て、聞いて、発音練習をするだけで、海外旅行やビジネスでの日常会話など、ネイティブの生きた英語を身に付けられるシリーズです"
DeAgostini,日本の古寺・仏像 DVDコレクション,"『隔週刊 日本の古寺・仏像 
DVDコレクション』は、毎号マガジンとともに提供するDVDには、寺院で撮影された美しい映像が収録されています。伽藍の佇まい、日本建築の様式美、仏像の魅力などを映像で細部に"
DeAgostini,大草原の小さな家 DVDコレクション,アメリカ人作家ローラ・インガルス・ワイルダーの自叙伝的小説をドラマ化した「大草原の小さな家」は、1974年の放送開始直後から全米で賞賛を浴び、1983年までに9シーズンにわたって製作された大ヒットドラ
DeAgostini,マクラーレンMP4-23,"「MP4-23」は、2008年にデビュー2年目にしてF1史上最年少でシリーズチャンピオンとなった「ルイス・ハミルトン」の快進撃を支えたマシンです。 
最先端のテクノロジーを結集した「MP4-23」を生"
DeAgostini,鬼平犯科帳DVDコレクション,"傑作時代劇『鬼平犯科帳』の魅力満載、ファン必見のＤＶＤマガジン化！ 
『鬼平犯科帳』は、江戸時代に実在した火付盗賊改方長官｢長谷川平蔵｣をモデルに、昭和を代表する作家・池波正太郎が描き出した時代小説シ"
DeAgostini,バレエDVDコレクション,"わかりやすいビジュアルマガジンと美しいDVDで、バレエの魅力に酔いしれる。 『隔週刊 
バレエDVDコレクション』は世界のバレエの名作・名演を紹介するDVDコレクション・シリーズです。ダンサーの磨き抜"
DeAgostini,ホンダ CB750FOUR,"1969年。当時最高の技術の粋を集約し、ホンダが世界のバイク市場に向けて発表した「Honda DREAM CB750 
FOUR（K0）」。大排気量4気筒エンジンの咆哮と、その圧倒的な存在感に全世界が"
DeAgostini,ハマーH1 ラジコンカー,軍用車の流れを汲むハマーH1は、その特徴を色濃く残し、一般的なSUVとは一線を画した風 格で、ファン垂涎の的となっています。そのH1を、骨太な外観・スピード・走破力まで実 車さながらにラジオコントロー
DeAgostini,戦国武将データファイル,"『週刊 
戦国武将データファイル』は応仁の乱から始まる日本の戦国時代において天下の覇権を巡って戦いを繰り広げた名代の戦国武将たちを網羅したマガジンシリーズです。 
戦国時代に活躍した300名以上にのぼ"
DeAgostini,航空母艦 赤城を作る,空母機動部隊の旗艦であり、日本初の大型空母として知られる「航空母艦赤城」。太平洋戦争初期、欧米列強国の艦艇に対して破竹の連勝を収めたことで「世界最強」と恐れられ、数々の輝かしい戦歴を残し最強空母艦隊の
DeAgostini,野鳥の世界,"『週刊 
野鳥の世界』は、バードウォッチングや野鳥を楽しむための情報を、美しく、躍動感あふれる写真やイラストとともに紹介するマガジンシリーズです。野鳥の生態や行動、習性、見分け方、観察できる場所を丁寧"
DeAgostini,スパイ大作戦 DVDコレクション,TVドラマ『スパイ大作戦』は、1966年からアメリカのCBSネットワークで7シーズンにわたっ て放送され、日本でも1967年から放送が開始されました。本部から指令された「遂行不可 能と思われる作戦＝ミ
DeAgostini,宇宙戦艦ヤマト オフィシャル・ファクトファイル,本シリーズは、1974年にTV放映された「宇宙戦艦ヤマト」から、2009年12月12日より公開さ れた、劇場用アニメーション映画「宇宙戦艦ヤマト・復活篇」まで、全ての作品を徹底網 羅したオフィシャルフ
DeAgostini,日本のうた こころの歌 改訂版,"『隔週刊 日本のうた 
こころの歌』は、童謡・唱歌・抒情歌など、故郷への想いを綴った歌や、美しい自然と四季折々の歌、スコットランド・ロシア民謡といった日本人に親しまれてきた海外の歌まで、毎号7～8曲ず"
DeAgostini,エヴァンゲリオン・クロニクル 新訂版,GAINAX完全監修、エヴァ専用公式ガイドブック！エヴァンゲリオンの世界を様々な角度からエヴァの魅力を余すところなく徹底解説するマガジンシリーズです。本誌では、重厚なストーリー、EVAや登場人物、使徒
DeAgostini,フェラーリF2007ラジコンカー,"『週刊フェラーリ F2007 ラジコンカー』で組み立てるフェラーリ「F2007」は、2007年のF1シーンでワールドチャンピオンに輝いたマシン。 
1/7スケールで再現した本格的なエンジンラジオコント"
DeAgostini,江戸,"「週刊 
江戸」は、大河ドラマや歴史小説などでもなじみの深い「江戸時代」に焦点を当てたマガジンシリーズです。7つの章からなる本誌は、歴史上の主な出来事の解説に加え、当時の諸国事情、庶民の暮らしなど、様"
DeAgostini,そーなんだ！歴史編,「週刊 そーなんだ！ 歴史編」では、日本史と世界史それぞれの知っておきたいポイントや、学校 では教えてくれない歴史の知られざる一面を紹介。見やすく分かりやすいオールカラーのページや、見開きの特大イラス
DeAgostini,松本清張,本シリーズは、昭和の文豪、松本清張とその名作の魅力を再発見できるシリーズです。第1号から第12号では、厳選した作品を毎号1つ取り上げ、その解説はもちろん、作品のバックボーンとなった清張の貴重な取材メモ
DeAgostini,東宝特撮映画DVDコレクション,1954年公開の「ゴジラ」は見たこともない特殊撮影とドラマチックで重厚なストーリーで当時の観客たちの心を捉えました。その後次々と公開された東宝特撮映画は、映画黄金期を代表する娯楽の王道として卓越したイ
DeAgostini,DVDオペラ・コレクション,本シリーズはオペラの本場ヨーロッパを中心に、世界中から集められた名演をDVDに収録したコレクション・シリーズです。DVDに登場するのは、一流の歌手、指揮者、オーケストラばかり。もちろん、世界屈指の才能
DeAgostini,零戦をつくる,太平洋戦争前半の快進撃を支え、日本の主力機として最も輝いていた時代の零戦、『零式艦上戦闘機二一型』。徹底した機体の軽量化と空力的洗練が施され、当時の日本の技術の粋を集めて作られたその勇姿を、かつてない
DeAgostini,Xファイル DVDコレクション 改訂版,『Xファイル』は1993年から全米で放映された超常現象を題材にした人気ドラマです。アメ リカ連邦捜査局（FBI）に保管された「The X-Files」（超常現象が関係しているとされる 未解決事件簿）に
DeAgostini,ウルトラマン オフィシャルデータファイル,『週刊ウルトラマンオフィシャルデータファイル』は、1966年にテレビ放映が開始された 「ウルトラQ」から、最新作の「大決戦！超ウルトラ8兄弟」まで、テレビ版・劇場版を問 わず全てのウルトラシリーズの作
DeAgostini,ディズニー・ドリーム・ファイル,"世界中の子どもに、そして大人にも、夢と希望、愛や冒険の喜びを提供し続けてきたウォルト・ディズニー。 
『週刊ディズニー・ドリーム・ファイル』は、世界中で愛されているキャラクターたちの詳細なデータや、ア"
DeAgostini,わが家で和食改訂版,"数々の料理番組をレギュラーに持ち、料理本の執筆も手がける土井善晴氏が監修を手掛けるレシピマガジンシリーズです。 
和食の基本からひと手間かけた和食まで、食材の力を上手に引き出す新しい調理法やプロならで"
DeAgostini,CSI:DVDコレクション,全世界で高視聴率を記録し続けるTVドラマ「CSI：科学捜査班」から、毎号2話を収録したDVDと、DVDに収録されたエピソードや、科学捜査に関連する様々な情報を紹介するシリーズです。ドラマのエピソード解
DeAgostini,安土城をつくる,天下統一を目前に控えた織田信長が、当時の建築技術と贅を尽くして築きあげた安土城。 日本の城の中でもっとも豪華であったと言われ、後世の城建築にも多大な影響を残しました。 しかし完成わずか3年後、信長が本
DeAgostini,天体模型・太陽系を作る,最新の学説に基づいた正確な太陽系の運行を示す天体模型（太陽系儀ともいう）のパーツと、太陽系の惑星や宇宙科学を紹介するマガジンがセットになったシリーズです。毎号付属のパーツを組み立てることにより、金属製
DeAgostini,『東映時代劇 傑作ＤＶＤコレクション,"東映時代劇の傑作をDVDとマガジンで！ 隔週刊『東映時代劇 
傑作DVDコレクション』は、面白さを前面に打ち出し、人々の一大娯楽として昭和三十年代にブームを巻き起こした東映時代劇映画の傑作を、DVDで"
